取引先 ID,法人番号,取引先名,Web サイト,売上（範囲）,アポインターメモ_検索用,,
001Nn000013SfNK,5020001018316,株式会社南旺社,http://www.nanosha.co.jp/profile.html,"6: 1,000億円以上",,確認不可,△ 法人番号5020001018316。自社HP・Gビズインフォ・官報/公的情報を確認したが、株式会社南旺社の直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5020001018316
001Nn000013SfNT,6180001078260,株式会社国保住建,http://www.kokubojuken.com/,"6: 1,000億円以上",,確認不可,△ 法人番号6180001078260。自社HP・Gビズインフォを確認。2017年売上5.30億円の民間情報は古く非承認。直近3期の承認ソース売上高なし。http://www.kokubojuken.com/
001Nn000013SfNb,8010501024150,株式会社アド・イーグル,https://www.adeagle.co.jp,"6: 1,000億円以上",,確認不可,△ 法人番号8010501024150。自社HP・Gビズインフォ・公的情報を確認したが、株式会社アド・イーグルの直近3期売上高を承認ソースで確認できず。https://www.adeagle.co.jp/
001Nn000013SfO0,1490001005188,毛利製麺株式会社,https://www.mugiya.net/pro/company/,"5: 300億円以上~1,000億円未満",,確認不可,△ 法人番号1490001005188。自社HP・Gビズインフォ・官報/公的情報を確認したが、毛利製麺株式会社の直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1490001005188
001Nn000013SfO7,2140001057453,アイシーエス姫路市ウエルフエアー株式会社,http://www.ihw.co.jp/,"5: 300億円以上~1,000億円未満",,確認不可,△ 法人番号2140001057453。自社HP・Gビズインフォ・官報/公的情報を確認したが、アイシーエス姫路市ウエルフエアー株式会社の直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2140001057453
001Nn000013SfOF,2360001018474,沖縄菅公学生服株式会社,https://kanko-gakuseifuku.co.jp/,"5: 300億円以上~1,000億円未満",,確認不可,△ 菅公学生服グループ子会社。法人番号2360001018474をGビズインフォで照合。自社/グループ公式・公的情報を確認したが対象法人単体の直近3期売上高未確認。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2360001018474
001Nn000013SfOI,3010401079687,株式会社カーボントレード,https://carbontrade.co.jp/,"5: 300億円以上~1,000億円未満",,確認不可,△ 法人番号3010401079687。自社HP・Gビズインフォ・官公庁情報を確認したが、株式会社カーボントレードの直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3010401079687
001Nn000013SfOK,3010701014889,コムシスホールディングス株式会社,https://www.comsys-hd.co.jp/company/outline.html,"6: 1,000億円以上",,"6,306億円（2026年3月期・連結）","○ 自社会社概要。2026年3月期連結売上高6,306億円。持株会社のため連結値を採用。https://www.comsys-hd.co.jp/company/outline.html"
001Nn000013SfON,3030002066265,有限会社湯本商事,http://www.rr2.co.jp/yumoto/index.html,"5: 300億円以上~1,000億円未満",,対象外（有限会社）,× 法人格。直アポ大は株式会社のみ。有限会社のため対象外
001Nn000013SfOQ,4010001228528,株式会社水上会計プラスサポート,https://www.mizukami-kaikei.com/,"6: 1,000億円以上",,確認不可,△ 法人番号4010001228528。自社HP・Gビズインフォ・官報/公的情報を確認したが、株式会社水上会計プラスサポートの直近3期売上高を承認ソースで確認できず。https://www.mizukami-kaikei.com/
001Nn000013SfOa,4140001005864,アサキインターナシヨナル株式会社,http://asaki-intl.jp/company/profile.html,"5: 300億円以上~1,000億円未満",,確認不可,△ 法人番号4140001005864。自社HP・Gビズインフォ・官報/公的情報を確認したが、アサキインターナシヨナル株式会社の直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4140001005864
001Nn000013SfOi,5010601048770,株式会社リンクアップ,https://link-up11.co.jp/,"5: 300億円以上~1,000億円未満",,確認不可,△ 法人番号5010601048770。自社HP・Gビズインフォ・官報/公的情報を確認したが、株式会社リンクアップの直近3期売上高を承認ソースで確認できず。https://link-up11.co.jp/
001Nn000013SfOo,5130001012084,株式会社ワコールホールディングス,https://www.wacoalholdings.jp/group/holdings/#profile,"6: 1,000億円以上",,"1,715.10億円（2026年3月期・連結売上収益）","○ 自社決算短信。2026年3月期IFRS連結売上収益171,510百万円。持株会社のため連結値を採用。https://www.wacoalholdings.jp/news/pdf.html?dn=20260513531544"
001Nn000013SfP1,6011101037016,フランスベッドホールディングス株式会社,https://francebed-hd.co.jp/company/about/,"5: 300億円以上~1,000億円未満",,617.69億円（2026年3月期・連結）,"○ 自社IR「数字で見るフランスベッド」。2026年3月期連結売上高61,769百万円。持株会社のため連結値を採用。https://francebed-hd.co.jp/ir/individual/ataglance/"
001Nn000013SfP4,6030001152708,株式会社ＢＩＺＰＯＷＥＲ,http://bizpower.co.jp/,"6: 1,000億円以上",✖TOKIUM✖,確認不可,△ 法人番号6030001152708。自社HP・Gビズインフォ・官報/公的情報を確認したが、株式会社BIZPOWERの直近3期売上高を承認ソースで確認できず。http://bizpower.co.jp/
001Nn000013SfPJ,7010001139202,株式会社ゲームカードホールディングス,https://www.gamecard-joyco.co.jp,"5: 300億円以上~1,000億円未満",,【300億未満】253.85億円（2026年3月期・連結）,"× 300億未満。自社2026年3月期決算短信。連結売上高25,385百万円。持株会社の連結値でも300億未満。https://www.gc-holdings.co.jp/wp-content/uploads/2026/05/6c332d508a6dbbf45fde1433ca4bcc7e.pdf"
001Nn000013SfR9,7011601007194,株式会社ヨシダ消毒,https://yoshida-pc.co.jp/,"5: 300億円以上~1,000億円未満",,確認不可,△ 法人番号7011601007194。自社HP・Gビズインフォ・文科省等の公的調達情報を確認したが、株式会社ヨシダ消毒の直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=7011601007194
001Nn000013SfRE,7340001000438,株式会社インターウェーブ,https://www.i-wave.co.jp/aboutus/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社会社概要・Gビズインフォ・官報/公的情報を確認したが、株式会社インターウェーブの直近3期売上高を承認ソースで確認できず。https://www.i-wave.co.jp/aboutus/
001Nn000013SfRG,8140001043349,株式会社播磨設計コンサルタント,https://haricon.co.jp/,"6: 1,000億円以上",,確認不可,△ 法人番号8140001043349。自社HP・Gビズインフォ・官公庁情報を確認したが、株式会社播磨設計コンサルタントの直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=8140001043349
001Nn000013SfRJ,9390001004044,三協コンサルタント株式会社,https://www.sankyo-y.co.jp/,"5: 300億円以上~1,000億円未満",,確認不可,△ 法人番号9390001004044。自社HP・Gビズインフォ・官公庁情報を確認したが、三協コンサルタント株式会社の直近3期売上高を承認ソースで確認できず。https://www.sankyo-y.co.jp/
001Nn000013SfRV,2120001112020,株式会社コムエッジ,https://www.comedge.co.jp/company/overview.html,"6: 1,000億円以上",,確認不可,△ 法人番号2120001112020。自社会社概要・Gビズインフォ・公的職場情報を確認したが、株式会社コムエッジの直近3期売上高を承認ソースで確認できず。https://comedge.co.jp/company/overview.html
001Nn000013SfRp,4260001005027,株式会社日本都市工学設計,http://www.toshikougaku.jp/profile.htm,"6: 1,000億円以上",,確認不可,△ 法人番号4260001005027。自社HP・Gビズインフォ・官公庁情報を確認したが、株式会社日本都市工学設計の直近3期売上高を承認ソースで確認できず。http://www.toshikougaku.jp/profile.htm
001Nn000013SfRq,4370301000294,株式会社オーテック,https://k-otec.co.jp/,"6: 1,000億円以上",,確認不可,△ 自社会社概要・Gビズインフォ・公的法人情報を確認したが、株式会社オーテックの直近3期売上高を承認ソースで確認できず。https://k-otec.co.jp/company
001Nn000013SfRz,5070001023682,株式会社エコセンター,http://www.eco-center.jp/portfolio.html,"6: 1,000億円以上",,確認不可,△ 法人番号5070001023682。自社HP・Gビズインフォ・官報/公的情報を確認したが、株式会社エコセンターの直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5070001023682
001Nn000013SfS0,5110001022713,越後交通ビルサービス株式会社,http://www.ek-bs.com,"5: 300億円以上~1,000億円未満",,確認不可,△ 越後交通グループ子会社。自社HP・Gビズインフォ・グループ情報を確認したが、越後交通ビルサービス株式会社単体の直近3期売上高を承認ソースで確認できず。http://www.ek-bs.com
001Nn000013SfS5,5200001011228,中部公営事業株式会社,https://c-koei.co.jp/,"6: 1,000億円以上",✖TOKIUM✖,確認不可,△ 自社会社概要・Gビズインフォ・官公庁情報を確認したが、中部公営事業株式会社の直近3期売上高を承認ソースで確認できず。https://c-koei.co.jp/company.html
001Nn000013SfS8,6100001004570,株式会社オルツ,https://www.alt-s.jp/,"6: 1,000億円以上",,確認不可,△ 自社会社概要・Gビズインフォ・官報/公的情報を確認したが、株式会社オルツの直近3期売上高を承認ソースで確認できず。https://www.alt-s.jp/company/
001Nn000013SfSP,8020001029137,武蔵貿易通関株式会社,https://www.musashi-bt.co.jp/,"6: 1,000億円以上",◆08/27(木)、定時00:00、,確認不可,△ 自社会社概要・Gビズインフォ・官報/公的情報を確認したが、武蔵貿易通関株式会社の直近3期売上高を承認ソースで確認できず。https://www.musashi-bt.co.jp/
001Nn000013SfSk,9290801002471,電協産業株式会社,http://www.denkyosangyo.co.jp/company.html,"5: 300億円以上~1,000億円未満",,確認不可,△ 法人番号9290801002471。自社HP・Gビズインフォを確認。民間企業DBの10.36億円は非承認ソースのため不採用。直近3期の承認ソース売上高なし。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=9290801002471
001Nn000013SfSr,1100001001688,綜合地質コンサルタント株式会社,https://www.sgckk.jp/,"5: 300億円以上~1,000億円未満",,確認不可,△ 法人番号1100001001688。自社HP・Gビズインフォ・官公庁情報を確認したが、綜合地質コンサルタント株式会社の直近3期売上高を承認ソースで確認できず。https://www.sgckk.jp/
001Nn000013SfSt,1210001012419,株式会社クエストム,https://www.quadco.co.jp/hokukon-engi/company/index.html,"5: 300億円以上~1,000億円未満",,確認不可,△ ホクコングループ関連会社。自社/グループ公式・Gビズインフォを確認したが、株式会社クエストム単体の直近3期売上高を承認ソースで確認できず。https://www.quadco.co.jp/hokukon-engi/company/index.html
001Nn000013SfSv,2011101020702,ミヤケインダストリー株式会社,https://www.miyake-ind.co.jp/company-overview/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社会社概要・Gビズインフォ・官報/公的情報を確認したが、ミヤケインダストリー株式会社の直近3期売上高を承認ソースで確認できず。https://www.miyake-ind.co.jp/company-overview/
001Nn000013SfSz,2130001021294,株式会社セレマ,https://cerema.co.jp/company/,"5: 300億円以上~1,000億円未満",,351.47億円（2025年7月期・単体）,"○ 自社会社概要掲載の令和7年7月期損益計算書。売上高35,147百万円。https://cerema.co.jp/company/"
001Nn000013SfT1,2140001057998,株式会社エス・アイ,https://si-himeji.co.jp/info/company.html,"6: 1,000億円以上",,確認不可,△ 自社会社概要・Gビズインフォ・公的情報を確認したが、株式会社エス・アイの直近3期売上高を承認ソースで確認できず。https://si-himeji.co.jp/info/company.html
001Nn000013SfT2,2290001020289,フレッシュエアー株式会社,http://fresh-air.jp/kaishagaiyo.html,"6: 1,000億円以上",,確認不可,△ 自社会社概要・Gビズインフォ・官報/公的情報を確認したが、フレッシュエアー株式会社の直近3期売上高を承認ソースで確認できず。http://fresh-air.jp/kaishagaiyo.html
001Nn000013SfT9,3030002113703,有限会社タスク情報技術研究所,http://www.task-itr.com/,"6: 1,000億円以上",,対象外（有限会社）,× 法人格。直アポ大は株式会社のみ。有限会社のため対象外
001Nn000013SfTS,5011101070471,株式会社リブマックスプロパティマネジメント,https://www.livemax.co.jp/about/company/,"5: 300億円以上~1,000億円未満",✖TOKIUM✖,確認不可,△ リブマックスグループ子会社。公式の819.86億円はグループ売上高、489.09億円は株式会社リブ・マックス単体で対象法人ではないため不採用。対象子会社単体売上未確認。https://www.livemax.co.jp/about/company/
001Nn000013SfTW,5110001026714,株式会社コイデン,https://coiden.jp/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社会社概要・Gビズインフォ・官公庁情報を確認したが、株式会社コイデンの直近3期売上高を承認ソースで確認できず。https://coiden.jp/company/
001Nn000013SfTY,5290001028908,株式会社インターテック,https://www.intertech.jp/company/,"6: 1,000億円以上",✖TOKIUM✖,確認不可,△ 法人番号5290001028908。自社会社概要・Gビズインフォ・公的情報を確認したが、株式会社インターテックの直近3期売上高を承認ソースで確認できず。https://www.intertech.jp/company/
001Nn000013SfTa,6010001026426,バイオシステム株式会社,http://www.biosys.co.jp/index.html,"5: 300億円以上~1,000億円未満",,確認不可,△ 法人番号6010001026426。自社HP・Gビズインフォ・公的職場情報を確認したが、バイオシステム株式会社の直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=6010001026426
001Nn000013SfTd,6180301007340,三河設備工業株式会社,https://www.mikawasetsubi.co.jp/,"5: 300億円以上~1,000億円未満",◆08/26(水)、定時00:00、,確認不可,△ 法人番号6180301007340。自社HP・Gビズインフォ・公的情報を確認したが、三河設備工業株式会社の直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=6180301007340
001Nn000013SfTe,6230001015068,ｉビジネスプロセスサービス株式会社,https://www.ibps.co.jp/company.html,"6: 1,000億円以上",,確認不可,△ 自社会社概要・Gビズインフォ・官報系を確認。2018年決算公告も売上高非開示で、iビジネスプロセスサービス株式会社の直近3期売上高を承認ソースで確認できず。https://www.ibps.co.jp/company.html
001Nn000013SfTi,7010501026908,株式会社富士エンジニアリング,https://www.fujieng.net/,"5: 300億円以上~1,000億円未満",✖TOKIUM✖,確認不可,△ 法人番号7010501026908。自社HP・公的情報を確認。民間DBの売上10億円は2021年情報で非承認かつ鮮度条件外。直近3期の承認ソース売上高なし。https://www.fujieng.net/
001Nn000013SfTm,7013201010355,株式会社リフォネット,http://refo-net.jp/,"6: 1,000億円以上",,確認不可,△ 法人番号7013201010355。自社HP・Gビズインフォ・公的法人/建設業情報を確認したが、株式会社リフォネットの直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=7013201010355
001Nn000013SfUB,9210001001901,スキット株式会社,https://pocketfolder.jp/company/,"6: 1,000億円以上",,確認不可,△ 自社会社概要・Gビズインフォ・厚労省求人情報を確認したが、スキット株式会社の直近3期売上高を承認ソースで確認できず。公式の財務指標は比率のみ。https://skit.co.jp/company/
001Nn000013SfUG,1010001110481,株式会社ＫｅｙＨｏｌｄｅｒ,https://www.keyholder.co.jp/company/profile/,"5: 300億円以上~1,000億円未満",,356.30億円（2025年12月期・連結売上収益）,"○ 自社IR決算ハイライト。2025年12月期連結売上収益35,630百万円。上場親会社のため連結値を採用。https://www.keyholder.co.jp/ir/library/data/"
001Nn000013SfUH,1010001152004,ジパングアウトソーシングサービス株式会社,https://japang.co.jp/company/overview/,"6: 1,000億円以上",,確認不可,△ 自社会社概要・Gビズインフォ・公的法人情報を確認したが、ジパングアウトソーシングサービス株式会社の直近3期売上高を承認ソースで確認できず。https://japang.co.jp/company/overview/
001Nn000013SfUQ,1380001025817,株式会社サンライフ,https://sunlife2016.net/company,"6: 1,000億円以上",,確認不可,△ 法人番号1380001025817＝福島県古殿町の株式会社サンライフをGビズインフォで照合。検索上位の同名他社の売上は流用せず、自社/公的情報で直近3期売上高を確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1380001025817
001Nn000013SfUT,2012801001982,株式会社ガイアドリーム,https://gaeadream.co.jp/company/profile/,"6: 1,000億円以上",,確認不可,△ 法人番号2012801001982。自社HP・Gビズインフォ・公的職場情報を確認したが、株式会社ガイアドリームの直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2012801001982
001Nn000013SfUX,2120001122911,マーケットクリエイティブ株式会社,https://www.mative.co.jp/company/,"5: 300億円以上~1,000億円未満",,確認不可,△ 法人番号2120001122911。自社HP・Gビズインフォ・官報/公的情報を確認したが、マーケットクリエイティブ株式会社の直近3期売上高を承認ソースで確認できず。https://www.mative.co.jp/company/
001Nn000013SfUZ,2140001006831,株式会社関西エンジニヤリング,http://www.hyosoku.or.jp/kaiin/kansaiengi/kansaiengi.html,"5: 300億円以上~1,000億円未満",,【300億未満】4.59億円（令和6年度・単体）,"× 300億未満。自社会社概要で昨年度（令和6年度）の売上4億5,900万円を明記。https://www.kansai-e.jp/company/"
001Nn000013SfUa,2220001008035,ワールドワイド株式会社,https://w-wide.co.jp/,"6: 1,000億円以上",,確認不可,△ 法人番号2220001008035。自社HP・Gビズインフォ・公的職場情報を確認したが、ワールドワイド株式会社の直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2220001008035
001Nn000013SfUf,3060001001542,株式会社景観プランニング,https://www.keikan-planning.com/gaiyou.html,"6: 1,000億円以上",,確認不可,△ 法人番号3060001001542。2018年5月期売上1.565億円は鮮度条件外。自社HP・Gビズインフォで直近3期の承認ソース売上高を確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3060001001542
001Nn000013SfUh,3100001020389,株式会社ワークスゼロ,https://works-zero.jp/,"5: 300億円以上~1,000億円未満",,確認不可,△ 法人番号3100001020389。自社会社概要・Gビズインフォ・公的職場情報を確認したが、株式会社ワークスゼロの直近3期売上高を承認ソースで確認できず。https://works-zero.jp/about/
001Nn000013SfUi,3140001058021,株式会社エンバイシス,http://www.envisys.co.jp/env/outline.html,"5: 300億円以上~1,000億円未満",,確認不可,△ 法人番号3140001058021。自社HP・Gビズインフォ・官公庁情報を確認したが、株式会社エンバイシスの直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3140001058021
001Nn000013SfUq,4010701012495,日産東京販売ホールディングス株式会社,https://www.nissan-tokyo-hd.co.jp/company/outline/,"6: 1,000億円以上",,"1,289.97億円（2026年3月期・連結）","○ JPX決算短信。2026年3月期連結売上高128,997百万円。持株会社のため連結値を採用。https://www2.jpx.co.jp/disc/82910/140120260513528540.pdf"
001Nn000013SfUr,4120001016962,株式会社エイチ・エス・エイ,http://hsa-japan.co.jp/company/profile,"5: 300億円以上~1,000億円未満",,確認不可,△ 法人番号4120001016962。自社HP・Gビズインフォ・官報/公的情報を確認したが、株式会社エイチ・エス・エイの直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4120001016962
001Nn000013SfUu,4290001002475,株式会社ワイズプランニング,https://www.ys-plan.co.jp/company/,"6: 1,000億円以上",◆08/24(月)、定時00:00、,確認不可,△ 法人番号4290001002475。自社HP・Gビズインフォを確認。求人媒体の2025年9月期8.1億円は禁止ソースのため不採用。承認ソースで直近3期売上高を確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4290001002475
001Nn000013SfV0,5010401069430,サンニン株式会社,https://sunnin.jp/company/#company-sec4,"5: 300億円以上~1,000億円未満",,【300億未満】10億円（2025年3月期・単体）,× 300億未満。中小企業基盤整備機構「100億宣言」の企業資料。法人番号5010401069430、現在の売上高10億円（2025年3月期）。https://growth-100-oku.smrj.go.jp/companies/pdf/02051-00.pdf
001Nn000013SfVC,5280001003127,株式会社環境理化学研究所,https://itp.ne.jp/info/327100806155670860/,"6: 1,000億円以上",,確認不可,△ 法人番号5280001003127。Gビズインフォ・自社/公的情報・官公庁情報を確認したが、株式会社環境理化学研究所の直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5280001003127
001Nn000013SfVR,6240001015414,株式会社ケー・アイ・プロデュース,https://www.kiproduce.jp/,"6: 1,000億円以上",,確認不可,△ 法人番号6240001015414。自社HP・Gビズインフォ・官報/公的情報を確認したが、株式会社ケー・アイ・プロデュースの直近3期売上高を承認ソースで確認できず。https://www.kiproduce.jp/
001Nn000013SfVe,7120001030671,晃洋厨機株式会社,https://koyo-chuki.co.jp/pages/19/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社会社概要・Gビズインフォ・官報/公的情報を確認したが、晃洋厨機株式会社の直近3期売上高を承認ソースで確認できず。https://koyo-chuki.co.jp/pages/19/
001Nn000013SfVk,8011801015921,デリカフーズホールディングス株式会社,https://www.delica.co.jp/company/,"5: 300億円以上~1,000億円未満",,622.19億円（2026年3月期・連結）,"○ 自社IR。2026年3月期連結売上高62,219百万円。持株会社のため連結値を採用。https://www.delica.co.jp/ir/"
001Nn000013SfVu,9010401055815,株式会社ＩｎｆｏＤｅｌｉｖｅｒ,http://www.infodeliver.com,"6: 1,000億円以上",,確認不可,△ 法人番号9010401055815。自社HP・Gビズインフォ・官報/公的情報を確認したが、株式会社InfoDeliverの直近3期売上高を承認ソースで確認できず。http://www.infodeliver.com
001Nn000013SfW2,1030001038242,マパール株式会社,https://mapal.com/ja-jp/mapal-career/sites/saitama,"5: 300億円以上~1,000億円未満",,確認不可,△ MAPALグループ日本法人。法人番号1030001038242をGビズインフォで照合。自社/公的情報でマパール株式会社単体の直近3期売上高を確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1030001038242
001Nn000013SfW3,1040001017154,共立電設株式会社,https://www.kyouritsu.info/,"6: 1,000億円以上",,確認不可,△ 法人番号1040001017154。自社HP・Gビズインフォ・官報/公的情報を確認したが、共立電設株式会社の直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1040001017154
001Nn000013SfW6,1430001044175,株式会社イー・エム・エス,https://www.ems-inc.jp/corporate,"5: 300億円以上~1,000億円未満",,確認不可,△ 法人番号1430001044175。自社HP・Gビズインフォ・官報/公的情報を確認したが、株式会社イー・エム・エスの直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1430001044175
001Nn000013SfWA,2011001008938,株式会社サンキョー,https://sankyo.co.jp,"5: 300億円以上~1,000億円未満",,確認不可,△ 法人番号2011001008938・東京都渋谷区の株式会社サンキョーをGビズインフォで照合。同名/類似上場会社の数値を流用せず、自社/公的情報で直近3期売上高未確認。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2011001008938
001Nn000013SfWF,2140001007664,海老の大丸株式会社,http://www.ebinodaimaru.co.jp/,"6: 1,000億円以上",,確認不可,△ 自社会社概要の年商29億円は2019年6月時点で鮮度条件外。直近3期の承認ソース売上高を確認できず。http://www.ebinodaimaru.co.jp/company.shtml
001Nn000013SfWM,3010801000491,株式会社アド・コーポレーション,http://www.adcorporation.co.jp/,"6: 1,000億円以上",,確認不可,△ 法人番号3010801000491。自社HP・Gビズインフォ・官報/公的情報を確認したが、株式会社アド・コーポレーションの直近3期売上高を承認ソースで確認できず。http://www.adcorporation.co.jp/
001Nn000013SfWV,3430001052812,鬼頭木材工業株式会社,https://www.kitoh-mokuzai.com/,"6: 1,000億円以上",,確認不可,△ 法人番号3430001052812。自社HP・Gビズインフォ・官報/公的情報を確認したが、鬼頭木材工業株式会社の直近3期売上高を承認ソースで確認できず。https://www.kitoh-mokuzai.com/
001Nn000013SfWa,4012401013419,株式会社ポストインネットワーク,https://www.post-in-net.com/company/company.html,"6: 1,000億円以上",,確認不可,△ 法人番号4012401013419。自社HP・Gビズインフォ・公的法人情報を確認したが、株式会社ポストインネットワークの直近3期売上高を承認ソースで確認できず。https://www.post-in-net.com/company/company.html
001Nn000013SfWd,4080001001655,サガミ化学株式会社,http://www.sagami-kagaku.co.jp/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社公式で2023年3月「売上66億円突破」は確認できるが、直近3期の鮮度条件外。2024〜2026期の承認ソース売上高を確認できず。http://www.sagami-kagaku.co.jp/
001Nn000013SfWi,4290801010413,西日本環境リサーチ株式会社,https://www.n-e-r.com/publics/index/2/,"5: 300億円以上~1,000億円未満",,確認不可,△ 法人番号4290801010413。自社HP・Gビズインフォ・官公庁情報を確認したが、西日本環境リサーチ株式会社の直近3期売上高を承認ソースで確認できず。https://www.n-e-r.com/publics/index/2/
001Nn000013SfWm,5120001164645,アトム・ロジスティックス株式会社,https://atom-logi.co.jp/,"6: 1,000億円以上",,確認不可,△ 法人番号5120001164645。自社HP・Gビズインフォ・官報/公的情報を確認したが、アトム・ロジスティックス株式会社の直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5120001164645
001Nn000013SfWq,5410001002610,株式会社雄和振興公社,http://www.yuwa-kousya.jp/,"5: 300億円以上~1,000億円未満",,確認不可,△ 厚労省求人情報で年商1.62億円（令和4年）は確認できるが鮮度条件外。自社HP・Gビズインフォで直近3期売上高の承認ソースを確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5410001002610
001Nn000013SfWr,5430001012905,株式会社ニトリホールディングス,https://www.nitorihd.co.jp/about_us/corporate_data.html,"6: 1,000億円以上",,"9,122.48億円（2026年3月期・連結売上収益）","○ 自社会社概要。2026年3月期連結売上収益912,248百万円。持株会社のため連結値を採用。https://www.nitorihd.co.jp/about_us/corporate_data.html"
001Nn000013SfWu,6011101042313,ＭＩＲＡＲＴＨホールディングス株式会社,https://mirarth.co.jp/corporate/profile/,"6: 1,000億円以上",,"2,143.69億円（2026年3月期・連結）","○ 自社決算資料/有報。2026年3月期連結売上高214,369百万円。持株会社のため連結値を採用。https://mirarth.co.jp/ir/"
001Nn000013SfWv,6090001001652,日経ＷＡＭ株式会社,https://nikkei-wam.jp/,"6: 1,000億円以上",,確認不可,△ 法人番号6090001001652。自社HP・Gビズインフォ・官報/公的情報を確認したが、日経WAM株式会社の直近3期売上高を承認ソースで確認できず。https://nikkei-wam.jp/
001Nn000013SfX1,7010401098782,株式会社エイブル＆パートナーズ,https://www.able-partners.co.jp/company/summary/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社会社概要でグループ統括会社・連結従業員数は確認できるが、株式会社エイブル＆パートナーズまたはグループの直近3期売上高を承認ソースで確認できず。https://www.able-partners.co.jp/company/summary/
001Nn000013SfX4,7011401001315,ユーロフィンアグロ分析コンサルタント株式会社,https://www.eurofins.co.jp/%E3%82%A2%E3%82%B0%E3%83%AD%E3%82%B1%E3%83%9F%E3%82%AB%E3%83%AB%E5%88%86%E6%9E%90/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E5%8C%96%E5%AD%A6%E5%88%86%E6%9E%90%E3%82%B3%E3%83%B3%E3%82%B5%E3%83%AB%E3%82%BF%E3%83%B3%E3%83%88/,"6: 1,000億円以上",✖TOKIUM✖,確認不可,△ Eurofinsグループ日本子会社。自社/グループ公式・Gビズインフォを確認したが、ユーロフィンアグロ分析コンサルタント株式会社単体の直近3期売上高を承認ソースで確認できず。
001Nn000013SfX8,7110001002085,株式会社新光コンサルタント,https://www.shinko-consultant.com/,"6: 1,000億円以上",✖TOKIUM✖,確認不可,△ 法人番号7110001002085。自社HP・Gビズインフォ・官公庁情報を確認したが、株式会社新光コンサルタントの直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=7110001002085
001Nn000013SfXA,7290001029004,株式会社日本メディカルプロパティマネジメント,https://nmpm.jp/,"6: 1,000億円以上",,確認不可,△ 自社会社概要・Gビズインフォ・官報/公的情報を確認したが、株式会社日本メディカルプロパティマネジメントの直近3期売上高を承認ソースで確認できず。https://nmpm.jp/company/company/
001Nn000013SfXH,8030001090253,株式会社フェスム,http://fesm-web.co.jp/index.html,"6: 1,000億円以上",,確認不可,△ 法人番号8030001090253。自社HP・Gビズインフォ・官報/公的情報を確認したが、株式会社フェスムの直近3期売上高を承認ソースで確認できず。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=8030001090253
